,guest,hotel,net_earning,guest_satisfaction
678,guest_923,hotel_24,47.17,4
679,guest_2413,hotel_118,150.23,2
680,guest_521,hotel_123,169.29000000000002,2
681,guest_3746,hotel_380,281.3,2
682,guest_3306,hotel_375,235.84,3
683,guest_1785,hotel_139,257.21,1
684,guest_1818,hotel_140,195.84,4
685,guest_1202,hotel_274,166.0,1
686,guest_2716,hotel_224,64.6,2
687,guest_3836,hotel_26,54.45,4
688,guest_956,hotel_183,132.44,4
689,guest_2541,hotel_80,234.22,4
690,guest_2302,hotel_332,233.51999999999998,2
691,guest_284,hotel_110,127.4,4
692,guest_3757,hotel_69,190.89999999999998,3
693,guest_1159,hotel_380,246.5,3
694,guest_2984,hotel_63,252.3,4
695,guest_2441,hotel_259,219.0,2
696,guest_1123,hotel_391,190.0,3
697,guest_2252,hotel_26,52.8,4
698,guest_1361,hotel_106,252.45,1
699,guest_13,hotel_102,72.27,3
700,guest_793,hotel_140,191.76,4
701,guest_3415,hotel_99,181.39,2
702,guest_719,hotel_133,187.10999999999999,3
703,guest_2124,hotel_140,193.79999999999998,4
704,guest_1460,hotel_69,216.2,2
705,guest_1927,hotel_176,249.48,2
706,guest_1861,hotel_183,143.22,4
707,guest_3792,hotel_245,269.7,2
708,guest_784,hotel_26,47.85,3
709,guest_1590,hotel_12,217.28,2
710,guest_1591,hotel_131,252.0,4
711,guest_3473,hotel_26,46.75,2
712,guest_3027,hotel_151,161.04,1
713,guest_2798,hotel_324,245.65,4
714,guest_568,hotel_254,217.14,2
715,guest_856,hotel_110,124.60000000000001,2
716,guest_3724,hotel_83,183.04,4
717,guest_3895,hotel_118,177.38,2
718,guest_1600,hotel_217,274.47999999999996,3
719,guest_3707,hotel_165,87.72,4
720,guest_1816,hotel_69,227.7,4
721,guest_1798,hotel_69,209.3,3
722,guest_3948,hotel_110,114.80000000000001,2
723,guest_858,hotel_26,45.65,2
724,guest_3516,hotel_370,196.94,3
725,guest_2152,hotel_165,86.7,3
726,guest_3195,hotel_30,98.94,2
727,guest_2523,hotel_110,137.2,2
728,guest_1236,hotel_93,245.1,4
729,guest_2200,hotel_46,196.88,4
730,guest_180,hotel_63,258.1,4
731,guest_1209,hotel_133,187.10999999999999,4
732,guest_3267,hotel_380,261.0,2
733,guest_3552,hotel_15,46.48,4
734,guest_2048,hotel_224,65.36,3
735,guest_3110,hotel_68,130.9,4
736,guest_3888,hotel_165,93.84,3
737,guest_3569,hotel_222,203.28,4
738,guest_2157,hotel_33,92.88,4
739,guest_2671,hotel_110,137.2,2
740,guest_778,hotel_106,255.42,3
741,guest_2571,hotel_26,47.3,4
742,guest_1486,hotel_69,190.89999999999998,2
743,guest_192,hotel_109,57.62,2
744,guest_3207,hotel_110,130.2,2
745,guest_1917,hotel_380,255.2,2
746,guest_39,hotel_245,255.2,2
747,guest_386,hotel_301,42.64,3
748,guest_661,hotel_106,255.42,1
749,guest_2789,hotel_131,244.44,3
750,guest_1518,hotel_318,121.17999999999999,3
751,guest_943,hotel_102,61.32,3
752,guest_3791,hotel_83,187.20000000000002,2
753,guest_1823,hotel_106,267.3,3
754,guest_1414,hotel_157,63.699999999999996,4
755,guest_1510,hotel_106,291.06,4
756,guest_3470,hotel_294,140.0,3
757,guest_2949,hotel_254,196.35,4
758,guest_1551,hotel_375,230.48,3
759,guest_2151,hotel_53,54.32,2
760,guest_2306,hotel_380,246.5,2
761,guest_1509,hotel_224,62.32000000000001,3
762,guest_3997,hotel_165,86.7,3
763,guest_1714,hotel_93,256.5,4
764,guest_2145,hotel_217,262.8,2
765,guest_3083,hotel_165,89.76,3
766,guest_783,hotel_245,278.4,4
767,guest_1309,hotel_294,127.4,4
768,guest_3544,hotel_375,246.56,2
769,guest_709,hotel_254,219.45,3
770,guest_629,hotel_165,82.62,3
771,guest_2979,hotel_80,224.66,2
772,guest_2323,hotel_176,285.12,2
773,guest_2780,hotel_83,208.0,3
774,guest_1613,hotel_294,140.0,2
775,guest_2673,hotel_109,60.97,2
776,guest_3933,hotel_83,176.79999999999998,4
777,guest_1081,hotel_210,145.25,3
778,guest_790,hotel_69,204.70000000000002,4
779,guest_193,hotel_26,47.85,1
780,guest_2083,hotel_69,227.7,2
781,guest_3621,hotel_348,145.29,2
782,guest_396,hotel_370,222.13,3
783,guest_1962,hotel_400,145.0,2
784,guest_2787,hotel_370,185.49,2
785,guest_736,hotel_245,284.2,4
786,guest_1269,hotel_327,202.92000000000002,2
787,guest_1060,hotel_165,82.62,2
788,guest_3488,hotel_165,94.86,2
789,guest_2507,hotel_69,190.89999999999998,2
790,guest_2259,hotel_224,65.36,2
791,guest_213,hotel_130,146.0,2
792,guest_3786,hotel_378,162.96,4
793,guest_3322,hotel_375,222.44,4
794,guest_3551,hotel_221,161.54000000000002,3
795,guest_2904,hotel_224,65.36,4
796,guest_1088,hotel_68,124.74000000000001,2
797,guest_384,hotel_15,50.96,1
798,guest_3562,hotel_63,258.1,4
799,guest_2844,hotel_224,69.92,3
800,guest_170,hotel_263,247.0,3
801,guest_3268,hotel_380,252.3,2
802,guest_648,hotel_80,195.98000000000002,2
803,guest_3723,hotel_98,201.0,2
804,guest_619,hotel_391,192.0,4
805,guest_3656,hotel_109,55.61,2
806,guest_3300,hotel_222,224.07,2
807,guest_780,hotel_110,140.0,4
808,guest_191,hotel_30,91.8,4
809,guest_2492,hotel_221,183.20999999999998,1
810,guest_2679,hotel_322,224.42,4
811,guest_1857,hotel_110,128.8,2
812,guest_2195,hotel_370,224.42,2
813,guest_1200,hotel_127,273.42,3
814,guest_999,hotel_43,232.04999999999998,4
815,guest_1801,hotel_378,180.42,3
816,guest_3205,hotel_68,126.28000000000002,2
817,guest_390,hotel_102,59.86000000000001,4
818,guest_645,hotel_378,168.78,3
819,guest_1374,hotel_294,113.4,4
820,guest_785,hotel_133,170.1,3
821,guest_669,hotel_265,262.35,3
822,guest_2371,hotel_231,273.59999999999997,4
823,guest_690,hotel_110,120.39999999999999,4
824,guest_1964,hotel_30,83.64,4
825,guest_3143,hotel_245,255.2,4
826,guest_119,hotel_245,261.0,2
827,guest_3064,hotel_353,193.06,1
828,guest_1383,hotel_222,226.38,2
829,guest_1684,hotel_34,156.52,4
830,guest_699,hotel_110,140.0,3
831,guest_1046,hotel_80,222.26999999999998,4
832,guest_3157,hotel_305,71.03999999999999,2
833,guest_1182,hotel_53,55.44,1
834,guest_3559,hotel_98,182.91,1
835,guest_163,hotel_380,252.3,2
836,guest_909,hotel_110,126.0,2
837,guest_352,hotel_245,278.4,3
838,guest_1562,hotel_217,283.24,4
839,guest_539,hotel_176,240.57000000000002,2
840,guest_2335,hotel_375,227.79999999999998,4
841,guest_115,hotel_245,240.7,2
842,guest_2485,hotel_114,149.51999999999998,4
843,guest_2361,hotel_80,203.15,2
844,guest_3951,hotel_254,200.97,1
845,guest_3026,hotel_110,131.6,3
846,guest_3511,hotel_183,149.38,2
847,guest_2205,hotel_222,231.0,3
848,guest_604,hotel_130,135.78,4
849,guest_2937,hotel_370,196.94,3
850,guest_1892,hotel_109,62.309999999999995,2
851,guest_2108,hotel_221,177.3,3
852,guest_3199,hotel_183,124.74000000000001,2
853,guest_2370,hotel_294,126.0,2
854,guest_3517,hotel_265,259.7,4
855,guest_300,hotel_370,210.68,3
856,guest_2162,hotel_93,233.70000000000002,4
857,guest_361,hotel_161,160.19,1
858,guest_3915,hotel_370,192.35999999999999,4
859,guest_3636,hotel_25,206.60999999999999,2
860,guest_2687,hotel_301,44.72,3
861,guest_3574,hotel_22,57.339999999999996,1
862,guest_3730,hotel_25,210.87,2
863,guest_1143,hotel_254,194.04,4
864,guest_3875,hotel_294,133.0,3
865,guest_3495,hotel_272,156.6,4
866,guest_868,hotel_289,295.0,1
867,guest_2310,hotel_266,162.23999999999998,1
868,guest_302,hotel_93,233.70000000000002,4
869,guest_2357,hotel_24,49.29,2
870,guest_2964,hotel_114,167.32,1
871,guest_2496,hotel_266,155.48000000000002,4
872,guest_2479,hotel_294,119.0,2
873,guest_2172,hotel_256,90.16000000000001,3
874,guest_1067,hotel_283,58.220000000000006,4
875,guest_3706,hotel_287,139.2,3
876,guest_2996,hotel_102,65.7,2
877,guest_3348,hotel_130,141.62,2
878,guest_2868,hotel_46,188.32,4
879,guest_525,hotel_348,155.31,2
880,guest_3357,hotel_26,53.35,3
881,guest_1737,hotel_26,44.550000000000004,2
882,guest_3817,hotel_348,148.63,4
883,guest_3822,hotel_254,226.38,4
884,guest_3547,hotel_348,141.95,3
885,guest_3811,hotel_105,114.84,2
886,guest_2703,hotel_287,147.20000000000002,3
887,guest_212,hotel_10,195.36,4
888,guest_374,hotel_130,122.64,2
889,guest_2165,hotel_46,181.9,2
890,guest_468,hotel_370,229.0,2
891,guest_2389,hotel_245,275.5,2
892,guest_2091,hotel_176,273.24,3
893,guest_764,hotel_130,122.64,2
894,guest_3799,hotel_161,183.35,1
895,guest_320,hotel_192,88.35,2
896,guest_2129,hotel_390,156.75,1
897,guest_2239,hotel_224,65.36,4
898,guest_1949,hotel_207,120.32,4
899,guest_2417,hotel_224,74.48,2
900,guest_1171,hotel_23,51.3,2
901,guest_3097,hotel_265,265.0,1
902,guest_2006,hotel_370,185.49,2
903,guest_2550,hotel_109,65.66,4
904,guest_2587,hotel_26,45.1,3
905,guest_2589,hotel_80,195.98000000000002,4
906,guest_3992,hotel_370,229.0,2
907,guest_1062,hotel_378,166.84,2
908,guest_1241,hotel_24,47.7,1
909,guest_3431,hotel_378,159.08,2
910,guest_413,hotel_23,52.92,3
911,guest_1206,hotel_79,66.0,4
912,guest_1447,hotel_109,56.949999999999996,4
913,guest_826,hotel_98,174.87,2
914,guest_3968,hotel_176,276.21,2
915,guest_3043,hotel_274,137.78,4
916,guest_3531,hotel_231,242.25,3
917,guest_1252,hotel_254,210.21,2
918,guest_1487,hotel_25,191.70000000000002,2
919,guest_3788,hotel_12,188.16,2
920,guest_2484,hotel_198,71.39999999999999,1
921,guest_3107,hotel_378,178.48000000000002,3
922,guest_1135,hotel_370,217.54999999999998,2
923,guest_3958,hotel_382,114.4,1
924,guest_1750,hotel_266,148.72,2
925,guest_3288,hotel_80,227.04999999999998,2
926,guest_880,hotel_25,187.44,2
927,guest_631,hotel_105,113.52,2
928,guest_2551,hotel_224,72.2,2
929,guest_3957,hotel_382,119.60000000000001,3
930,guest_2317,hotel_294,126.0,1
931,guest_3,hotel_98,186.92999999999998,4
932,guest_3666,hotel_274,164.34,2
933,guest_2464,hotel_287,137.6,2
934,guest_1629,hotel_176,270.27,2
935,guest_2614,hotel_131,236.88,4
936,guest_2446,hotel_26,48.95,2
937,guest_1989,hotel_266,140.26999999999998,4
938,guest_2341,hotel_80,227.04999999999998,2
939,guest_1297,hotel_201,251.92,4
940,guest_1352,hotel_80,195.98000000000002,4
941,guest_1016,hotel_222,228.69,2
942,guest_1806,hotel_207,112.64,4
943,guest_726,hotel_222,203.28,2
944,guest_849,hotel_201,219.76000000000002,2
945,guest_3346,hotel_382,120.89999999999999,3
946,guest_2709,hotel_354,52.0,4
947,guest_1131,hotel_245,287.1,4
948,guest_1211,hotel_80,198.37,3
949,guest_3525,hotel_378,184.29999999999998,3
950,guest_3321,hotel_109,66.33,2
951,guest_1280,hotel_245,278.4,2
952,guest_1467,hotel_382,114.4,1
953,guest_3160,hotel_224,66.88,2
954,guest_3515,hotel_263,223.6,3
955,guest_264,hotel_109,54.27,2
956,guest_3793,hotel_98,186.92999999999998,3
957,guest_3824,hotel_63,275.5,4
958,guest_3381,hotel_130,118.26,4
959,guest_182,hotel_254,224.07,4
960,guest_424,hotel_297,211.41000000000003,2
961,guest_1878,hotel_223,247.35,4
962,guest_1958,hotel_254,203.28,4
963,guest_3339,hotel_378,157.14000000000001,2
964,guest_487,hotel_192,87.4,4
965,guest_2974,hotel_12,185.92,3
966,guest_1399,hotel_25,185.31,2
967,guest_1273,hotel_155,53.949999999999996,3
968,guest_145,hotel_176,246.51,3
969,guest_393,hotel_63,252.3,3
970,guest_1044,hotel_245,237.8,4
971,guest_3898,hotel_98,201.0,2
972,guest_3587,hotel_323,140.0,2
973,guest_2045,hotel_266,148.72,3
974,guest_633,hotel_109,64.99,2
975,guest_747,hotel_26,48.95,2
976,guest_1854,hotel_93,247.95,2
977,guest_2393,hotel_133,187.10999999999999,3
978,guest_3015,hotel_102,64.24,4
979,guest_3170,hotel_80,227.04999999999998,2
980,guest_3535,hotel_332,247.42000000000002,4
981,guest_3246,hotel_378,172.66,2
982,guest_72,hotel_266,153.79,1
983,guest_3858,hotel_123,190.19,2
984,guest_556,hotel_130,122.64,2
985,guest_1938,hotel_183,150.92,4
986,guest_2702,hotel_26,47.3,2
987,guest_1183,hotel_155,61.099999999999994,2
988,guest_1010,hotel_287,140.8,2
989,guest_449,hotel_306,186.76000000000002,2
990,guest_1880,hotel_80,229.44,2
991,guest_3355,hotel_93,242.25,2
992,guest_1188,hotel_224,72.96,4
993,guest_2711,hotel_183,141.68,4
994,guest_1735,hotel_54,192.78,1
995,guest_582,hotel_26,50.050000000000004,2
996,guest_665,hotel_294,135.79999999999998,3
997,guest_3240,hotel_93,233.70000000000002,3
998,guest_885,hotel_254,217.14,2
999,guest_1695,hotel_266,148.72,3
1000,guest_2919,hotel_242,46.17,3
1001,guest_1425,hotel_392,207.9,1
1002,guest_2268,hotel_224,66.12,2
1003,guest_2545,hotel_283,61.77,4
1004,guest_1041,hotel_123,179.74,2
1005,guest_2024,hotel_332,278.0,3
1006,guest_3823,hotel_161,193.0,2
1007,guest_524,hotel_190,44.0,3
1008,guest_2616,hotel_327,193.79999999999998,4
1009,guest_2888,hotel_23,49.14,4
1010,guest_605,hotel_23,48.6,4
1011,guest_2857,hotel_183,152.46,4
1012,guest_685,hotel_235,115.6,2
1013,guest_2644,hotel_53,49.84,4
1014,guest_2602,hotel_202,270.71999999999997,2
1015,guest_3274,hotel_264,139.23000000000002,4
1016,guest_1187,hotel_299,168.3,2
1017,guest_2574,hotel_245,237.8,2
1018,guest_35,hotel_46,173.34,2
1019,guest_2588,hotel_231,276.45,2
1020,guest_431,hotel_378,168.78,4
1021,guest_2954,hotel_133,185.22,2
1022,guest_1747,hotel_285,208.0,3
1023,guest_1988,hotel_323,131.6,4
1024,guest_610,hotel_316,185.13,3
1025,guest_3524,hotel_93,267.9,4
1026,guest_1681,hotel_347,196.56,1
1027,guest_2623,hotel_217,262.8,3
1028,guest_1649,hotel_222,196.35,3
1029,guest_3907,hotel_266,165.62,2
1030,guest_1773,hotel_231,282.15,2
1031,guest_1217,hotel_4,130.31,4
1032,guest_2848,hotel_318,146.0,2
1033,guest_2945,hotel_274,152.72,4
1034,guest_1342,hotel_316,151.47,3
1035,guest_1249,hotel_32,170.28,3
1036,guest_1393,hotel_63,240.7,4
1037,guest_1961,hotel_53,46.48,4
1038,guest_2729,hotel_256,97.02,3
1039,guest_489,hotel_174,72.0,4
1040,guest_1788,hotel_378,172.66,2
1041,guest_3112,hotel_378,168.78,4
1042,guest_3603,hotel_277,255.71,1
1043,guest_519,hotel_400,129.05,4
1044,guest_1933,hotel_378,178.48000000000002,4
1045,guest_1259,hotel_297,229.68,4
1046,guest_2825,hotel_332,233.51999999999998,4
1047,guest_3476,hotel_23,54.0,4
1048,guest_532,hotel_266,145.34,4
1049,guest_461,hotel_252,58.88,4
1050,guest_1224,hotel_272,167.39999999999998,4
1051,guest_1108,hotel_25,206.60999999999999,4
1052,guest_1284,hotel_319,278.0,1
1053,guest_1950,hotel_80,193.59,3
1054,guest_3733,hotel_323,138.6,3
1055,guest_316,hotel_80,222.26999999999998,3
1056,guest_2011,hotel_46,177.62,3
1057,guest_2666,hotel_274,151.06,4
1058,guest_1170,hotel_378,176.54,2
1059,guest_1329,hotel_183,147.84,3
1060,guest_3014,hotel_63,246.5,3
1061,guest_1670,hotel_183,146.29999999999998,3
1062,guest_183,hotel_25,176.79,4
1063,guest_3654,hotel_323,120.39999999999999,2
1064,guest_1564,hotel_323,135.79999999999998,4
1065,guest_1789,hotel_392,207.9,2
1066,guest_322,hotel_231,242.25,2
1067,guest_1007,hotel_222,207.9,4
1068,guest_3359,hotel_272,160.2,4
1069,guest_911,hotel_33,106.92,2
1070,guest_2079,hotel_46,194.74,1
1071,guest_3705,hotel_130,118.26,3
1072,guest_309,hotel_183,138.6,1
1073,guest_2292,hotel_46,207.57999999999998,2
1074,guest_2014,hotel_202,239.04,4
1075,guest_136,hotel_266,140.26999999999998,2
1076,guest_2030,hotel_231,253.65,3
1077,guest_1920,hotel_25,172.53,2
1078,guest_1266,hotel_207,121.6,4
1079,guest_209,hotel_123,190.19,2
1080,guest_1894,hotel_318,124.1,2
1081,guest_2586,hotel_274,152.72,2
1082,guest_2281,hotel_232,194.36999999999998,2
1083,guest_2681,hotel_318,138.7,2
1084,guest_1226,hotel_316,153.34,4
1085,guest_113,hotel_287,152.0,4
1086,guest_714,hotel_391,188.0,4
1087,guest_3153,hotel_217,271.56,2
1088,guest_2783,hotel_98,196.98,4
1089,guest_3209,hotel_266,157.17,4
1090,guest_1198,hotel_218,87.42,1
1091,guest_3231,hotel_265,259.7,3
1092,guest_1574,hotel_235,119.68,3
1093,guest_2197,hotel_237,229.08,3
1094,guest_38,hotel_222,210.21,3
1095,guest_3635,hotel_53,45.36,3
1096,guest_1565,hotel_391,180.0,3
1097,guest_2957,hotel_202,264.96000000000004,4
1098,guest_3593,hotel_71,147.0,1
1099,guest_1672,hotel_53,55.44,4
1100,guest_2558,hotel_378,174.6,4
1101,guest_2387,hotel_63,287.1,3
1102,guest_3337,hotel_54,226.1,3
1103,guest_3630,hotel_12,188.16,3
1104,guest_2242,hotel_183,150.92,2
1105,guest_2346,hotel_98,190.95,4
1106,guest_427,hotel_130,127.02,3
1107,guest_551,hotel_53,53.199999999999996,3
1108,guest_2168,hotel_46,184.04,2
1109,guest_908,hotel_25,191.70000000000002,2
1110,guest_3521,hotel_392,178.5,4
1111,guest_2174,hotel_235,133.28,4
1112,guest_2921,hotel_323,119.0,4
1113,guest_2214,hotel_33,105.84,1
1114,guest_3102,hotel_235,112.88,2
1115,guest_3154,hotel_272,167.39999999999998,2
1116,guest_1105,hotel_123,200.64,3
1117,guest_3252,hotel_378,170.72,2
1118,guest_1054,hotel_130,127.02,1
1119,guest_2795,hotel_323,117.6,2
1120,guest_271,hotel_323,128.8,3
1121,guest_1885,hotel_217,256.96,2
1122,guest_663,hotel_130,134.32,2
1123,guest_1815,hotel_302,257.84,1
1124,guest_1725,hotel_378,182.35999999999999,3
1125,guest_329,hotel_145,106.67999999999999,1
1126,guest_84,hotel_237,231.57,4
1127,guest_3611,hotel_53,49.84,2
1128,guest_2291,hotel_24,50.349999999999994,2
1129,guest_430,hotel_332,244.64000000000001,2
1130,guest_3749,hotel_130,125.56,3
1131,guest_2133,hotel_123,173.47,4
1132,guest_3249,hotel_285,205.92,2
1133,guest_1338,hotel_63,255.2,3
1134,guest_3414,hotel_378,157.14000000000001,3
1135,guest_2675,hotel_53,56.0,2
1136,guest_1235,hotel_202,250.56,3
1137,guest_3812,hotel_53,49.84,2
1138,guest_2608,hotel_332,255.76000000000002,4
1139,guest_402,hotel_46,192.6,2
1140,guest_3458,hotel_371,141.12,2
1141,guest_3352,hotel_207,106.24,3
1142,guest_88,hotel_127,234.35999999999999,2
1143,guest_1282,hotel_299,149.6,4
1144,guest_1545,hotel_201,243.88,3
1145,guest_1098,hotel_63,258.1,3
1146,guest_1408,hotel_103,219.31,3
1147,guest_978,hotel_222,214.82999999999998,2
1148,guest_2522,hotel_96,176.79999999999998,2
1149,guest_2973,hotel_98,201.0,3
1150,guest_1682,hotel_155,57.85,2
1151,guest_3071,hotel_201,227.79999999999998,3
1152,guest_580,hotel_24,47.17,3
1153,guest_1603,hotel_133,166.32,2
1154,guest_1125,hotel_102,63.51,3
1155,guest_67,hotel_392,184.8,3
1156,guest_522,hotel_201,233.16,3
1157,guest_247,hotel_222,210.21,2
1158,guest_3798,hotel_90,71.39999999999999,1
1159,guest_3900,hotel_232,192.28,2
1160,guest_1059,hotel_12,212.79999999999998,4
1161,guest_3099,hotel_67,161.54000000000002,4
1162,guest_3163,hotel_45,82.65,4
1163,guest_2576,hotel_324,286.11,4
1164,guest_797,hotel_33,106.92,2
1165,guest_752,hotel_222,196.35,3
1166,guest_3615,hotel_202,247.68,3
1167,guest_1951,hotel_53,46.48,4
1168,guest_3364,hotel_371,151.20000000000002,2
1169,guest_1362,hotel_23,43.74,4
1170,guest_718,hotel_396,173.84,3
1171,guest_3566,hotel_133,183.32999999999998,2
1172,guest_2650,hotel_392,207.9,3
1173,guest_2338,hotel_98,176.88,4
1174,guest_456,hotel_301,45.76,3
1175,guest_1289,hotel_301,44.72,2
1176,guest_3943,hotel_85,254.91,3
1177,guest_73,hotel_392,197.39999999999998,1
1178,guest_3371,hotel_323,133.0,3
1179,guest_2326,hotel_94,109.75999999999999,4
1180,guest_1974,hotel_33,87.48,4
1181,guest_3930,hotel_210,173.25,1
1182,guest_357,hotel_222,224.07,2
1183,guest_1636,hotel_98,198.99,4
1184,guest_3487,hotel_25,178.92,2
1185,guest_2763,hotel_98,196.98,4
1186,guest_2570,hotel_287,153.6,2
1187,guest_2779,hotel_211,97.92,1
1188,guest_3536,hotel_273,64.67999999999999,3
1189,guest_392,hotel_332,269.65999999999997,3
1190,guest_2213,hotel_82,220.15,1
1191,guest_453,hotel_202,270.71999999999997,2
1192,guest_460,hotel_63,240.7,4
1193,guest_181,hotel_318,141.62,3
1194,guest_1522,hotel_23,54.0,3
1195,guest_2918,hotel_232,190.19,3
1196,guest_1797,hotel_217,256.96,2
1197,guest_1525,hotel_112,68.88,3
1198,guest_852,hotel_130,137.23999999999998,3
1199,guest_149,hotel_53,51.52,4
1200,guest_2328,hotel_392,178.5,4
1201,guest_159,hotel_114,172.66,4
1202,guest_3384,hotel_256,85.26,2
1203,guest_3935,hotel_318,131.4,2
1204,guest_2678,hotel_323,140.0,2
1205,guest_3954,hotel_192,88.35,2
1206,guest_721,hotel_220,143.1,4
1207,guest_3098,hotel_183,133.98,2
1208,guest_3159,hotel_130,144.54,4
1209,guest_1092,hotel_25,200.22,4
1210,guest_2640,hotel_301,46.800000000000004,4
1211,guest_2255,hotel_130,141.62,3
1212,guest_3548,hotel_127,242.73,2
1213,guest_3716,hotel_218,83.7,3
1214,guest_1945,hotel_46,205.44,2
1215,guest_853,hotel_161,171.77,4
1216,guest_412,hotel_96,205.92,4
1217,guest_1186,hotel_232,186.01,4
1218,guest_2431,hotel_308,242.1,4
1219,guest_1270,hotel_98,170.85,4
1220,guest_1318,hotel_297,221.85,4
1221,guest_1355,hotel_63,290.0,3
1222,guest_1444,hotel_190,44.5,3
1223,guest_1586,hotel_318,122.64,4
1224,guest_3719,hotel_300,204.82,4
1225,guest_3489,hotel_285,176.79999999999998,4
1226,guest_3135,hotel_232,204.82,2
1227,guest_3782,hotel_192,89.3,4
1228,guest_1021,hotel_310,186.18,1
1229,guest_376,hotel_46,188.32,3
1230,guest_488,hotel_46,201.16,3
1231,guest_959,hotel_266,148.72,4
1232,guest_2887,hotel_272,160.2,2
1233,guest_496,hotel_285,203.84,1
1234,guest_3105,hotel_262,55.080000000000005,4
1235,guest_3048,hotel_127,253.89000000000001,4
1236,guest_2307,hotel_63,255.2,2
1237,guest_3453,hotel_46,175.48000000000002,4
1238,guest_2938,hotel_302,290.07,1
1239,guest_3573,hotel_232,192.28,4
1240,guest_2661,hotel_183,141.68,3
1241,guest_2782,hotel_266,150.41,3
1242,guest_3831,hotel_265,214.65,3
1243,guest_1934,hotel_168,265.22,4
1244,guest_317,hotel_190,40.5,4
1245,guest_416,hotel_252,63.36,4
1246,guest_1542,hotel_133,158.76,1
1247,guest_303,hotel_127,242.73,1
1248,guest_1866,hotel_266,155.48000000000002,2
1249,guest_1043,hotel_323,126.0,3
1250,guest_2742,hotel_392,178.5,2
1251,guest_2760,hotel_16,91.91,3
1252,guest_3468,hotel_183,147.84,2
1253,guest_3263,hotel_272,149.4,4
1254,guest_1283,hotel_25,208.74,2
1255,guest_2697,hotel_206,155.20999999999998,3
1256,guest_2882,hotel_183,129.35999999999999,2
1257,guest_821,hotel_202,256.32,1
1258,guest_2847,hotel_392,178.5,4
1259,guest_1161,hotel_323,131.6,3
1260,guest_325,hotel_188,225.05999999999997,3
1261,guest_3022,hotel_332,252.98000000000002,2
1262,guest_1195,hotel_53,52.64,3
1263,guest_3499,hotel_323,113.4,4
1264,guest_1052,hotel_392,182.7,3
1265,guest_1742,hotel_323,117.6,4
1266,guest_1446,hotel_161,164.04999999999998,1
1267,guest_3738,hotel_218,84.63000000000001,2
1268,guest_482,hotel_63,275.5,2
1269,guest_238,hotel_295,61.56,4
1270,guest_3484,hotel_46,177.62,2
1271,guest_1739,hotel_127,228.78000000000003,3
1272,guest_245,hotel_352,264.96,2
1273,guest_2535,hotel_102,64.97,3
1274,guest_1473,hotel_12,201.6,4
1275,guest_552,hotel_287,158.4,3
1276,guest_3576,hotel_332,241.85999999999999,2
1277,guest_3829,hotel_332,230.73999999999998,2
1278,guest_1781,hotel_232,190.19,4
1279,guest_866,hotel_70,72.25,3
1280,guest_1852,hotel_133,156.87,4
1281,guest_3914,hotel_192,81.7,2
1282,guest_1683,hotel_33,104.75999999999999,2
1283,guest_3367,hotel_335,137.70000000000002,1
1284,guest_2146,hotel_46,177.62,4
1285,guest_3936,hotel_114,147.73999999999998,4
1286,guest_3714,hotel_46,211.85999999999999,3
1287,guest_3844,hotel_25,206.60999999999999,3
1288,guest_2830,hotel_283,61.06,4
1289,guest_2284,hotel_239,228.25,2
1290,guest_2821,hotel_272,151.2,4
1291,guest_3428,hotel_103,236.18,3
1292,guest_2490,hotel_146,219.22,2
1293,guest_3682,hotel_32,165.12,1
1294,guest_279,hotel_43,234.78,2
1295,guest_2909,hotel_24,44.519999999999996,3
1296,guest_2095,hotel_63,258.1,2
1297,guest_2153,hotel_43,256.62,3
1298,guest_1020,hotel_266,158.85999999999999,3
1299,guest_2229,hotel_102,69.35,2
1300,guest_2961,hotel_234,198.33999999999997,2
1301,guest_2381,hotel_133,153.09,2
1302,guest_3872,hotel_53,47.04,2
1303,guest_1541,hotel_256,85.26,2
1304,guest_3232,hotel_239,222.75000000000003,4
1305,guest_2662,hotel_316,162.69,4
1306,guest_3450,hotel_114,149.51999999999998,4
1307,guest_542,hotel_232,209.0,4
1308,guest_1472,hotel_323,121.8,2
1309,guest_3152,hotel_102,64.97,3
1310,guest_2002,hotel_53,54.879999999999995,4
1311,guest_2435,hotel_332,269.65999999999997,2
1312,guest_1906,hotel_332,227.96,3
1313,guest_2753,hotel_12,212.79999999999998,3
1314,guest_889,hotel_266,153.79,2
1315,guest_3863,hotel_12,185.92,1
1316,guest_2057,hotel_12,219.51999999999998,3
1317,guest_1380,hotel_239,266.75,4
1318,guest_470,hotel_32,168.56,2
1319,guest_1674,hotel_53,48.72,4
1320,guest_1520,hotel_127,276.21,1
1321,guest_554,hotel_256,91.14,4
1322,guest_1497,hotel_285,178.88,3
1323,guest_3834,hotel_192,84.55,2
1324,guest_3437,hotel_23,48.6,2
1325,guest_1622,hotel_277,236.04,2
1326,guest_3732,hotel_323,126.0,4
1327,guest_3820,hotel_114,176.22,3
1328,guest_5,hotel_283,63.9,3
1329,guest_907,hotel_287,150.39999999999998,2
1330,guest_1830,hotel_392,182.7,3
1331,guest_2088,hotel_190,47.5,3
1332,guest_2597,hotel_223,247.35,3
1333,guest_918,hotel_23,48.6,4
1334,guest_2530,hotel_223,238.62,1
1335,guest_2594,hotel_223,247.35,2
1336,guest_95,hotel_272,180.0,2
1337,guest_2505,hotel_190,45.5,2
1338,guest_1877,hotel_94,110.88,3
