,guest,hotel,discount,price,earning
567,guest_1343,hotel_106,0.0,297,297.0
568,guest_3577,hotel_216,0.04,212,203.51999999999998
569,guest_1621,hotel_376,0.04,238,228.48
570,guest_3853,hotel_137,0.17,92,76.36
571,guest_103,hotel_261,0.08,209,192.28
572,guest_668,hotel_28,0.01,104,102.96
573,guest_1918,hotel_343,0.12,217,190.96
574,guest_349,hotel_151,0.15,183,155.54999999999998
575,guest_3893,hotel_356,0.16,208,174.72
576,guest_1666,hotel_277,0.05,281,266.95
577,guest_3748,hotel_150,0.01,81,80.19
578,guest_697,hotel_129,0.07,85,79.05
579,guest_808,hotel_161,0.08,193,177.56
580,guest_2817,hotel_381,0.06,276,259.44
581,guest_1722,hotel_82,0.08,259,238.28
582,guest_62,hotel_22,0.06,61,57.339999999999996
583,guest_2774,hotel_265,0.19,265,214.65
584,guest_2840,hotel_266,0.1,169,152.1
585,guest_702,hotel_290,0.0,184,184.0
586,guest_165,hotel_354,0.18,52,42.64
587,guest_1891,hotel_225,0.07,263,244.58999999999997
588,guest_327,hotel_75,0.15,213,181.04999999999998
589,guest_2414,hotel_196,0.12,96,84.48
590,guest_879,hotel_159,0.04,209,200.64
591,guest_3637,hotel_209,0.14,233,200.38
592,guest_2117,hotel_161,0.11,193,171.77
593,guest_1989,hotel_356,0.17,208,172.64
594,guest_209,hotel_43,0.09,273,248.43
595,guest_534,hotel_147,0.09,251,228.41
596,guest_481,hotel_322,0.01,229,226.71
597,guest_943,hotel_162,0.16,258,216.72
598,guest_3006,hotel_389,0.12,98,86.24
599,guest_3647,hotel_88,0.07,75,69.75
600,guest_1159,hotel_61,0.15,157,133.45
601,guest_285,hotel_288,0.13,135,117.45
602,guest_1240,hotel_297,0.06,261,245.33999999999997
603,guest_795,hotel_184,0.19,298,241.38000000000002
604,guest_3965,hotel_337,0.14,75,64.5
605,guest_188,hotel_207,0.09,128,116.48
606,guest_1831,hotel_270,0.12,273,240.24
607,guest_3508,hotel_181,0.0,108,108.0
608,guest_447,hotel_229,0.17,246,204.17999999999998
609,guest_375,hotel_13,0.13,198,172.26
610,guest_897,hotel_386,0.16,185,155.4
611,guest_1809,hotel_327,0.05,228,216.6
612,guest_3219,hotel_200,0.07,186,172.98
613,guest_56,hotel_242,0.19,57,46.17
614,guest_2420,hotel_49,0.02,50,49.0
615,guest_715,hotel_371,0.16,168,141.12
616,guest_3755,hotel_169,0.14,283,243.38
617,guest_2063,hotel_356,0.1,208,187.20000000000002
618,guest_1591,hotel_48,0.0,263,263.0
619,guest_2466,hotel_294,0.13,140,121.8
620,guest_2919,hotel_193,0.19,179,144.99
621,guest_374,hotel_133,0.16,189,158.76
622,guest_3820,hotel_226,0.01,166,164.34
623,guest_846,hotel_168,0.19,298,241.38000000000002
624,guest_2896,hotel_167,0.18,55,45.1
625,guest_1033,hotel_271,0.17,172,142.76
626,guest_505,hotel_357,0.14,176,151.35999999999999
627,guest_3659,hotel_104,0.07,73,67.89
628,guest_2793,hotel_370,0.0,229,229.0
629,guest_2666,hotel_195,0.09,94,85.54
630,guest_3192,hotel_331,0.08,236,217.12
631,guest_1805,hotel_22,0.12,61,53.68
632,guest_2347,hotel_274,0.18,166,136.12
633,guest_2902,hotel_122,0.07,167,155.31
634,guest_2168,hotel_194,0.14,115,98.89999999999999
635,guest_2488,hotel_194,0.0,115,115.0
636,guest_2515,hotel_10,0.19,222,179.82000000000002
637,guest_3267,hotel_142,0.1,145,130.5
638,guest_1776,hotel_286,0.03,207,200.79
639,guest_1561,hotel_39,0.03,274,265.78
640,guest_3147,hotel_388,0.02,286,280.28
641,guest_940,hotel_316,0.13,187,162.69
642,guest_2018,hotel_170,0.09,93,84.63000000000001
643,guest_257,hotel_163,0.02,116,113.67999999999999
644,guest_1263,hotel_149,0.0,278,278.0
645,guest_1000,hotel_265,0.07,265,246.45
646,guest_1089,hotel_3,0.11,141,125.49
647,guest_1362,hotel_91,0.19,192,155.52
648,guest_2822,hotel_169,0.07,283,263.19
649,guest_1907,hotel_299,0.06,170,159.79999999999998
650,guest_913,hotel_154,0.15,243,206.54999999999998
651,guest_684,hotel_176,0.01,297,294.03
652,guest_432,hotel_367,0.01,271,268.29
653,guest_112,hotel_122,0.11,167,148.63
654,guest_1007,hotel_217,0.1,292,262.8
655,guest_3383,hotel_174,0.15,72,61.199999999999996
656,guest_3791,hotel_191,0.1,250,225.0
657,guest_2674,hotel_227,0.05,201,190.95
658,guest_2387,hotel_350,0.01,56,55.44
659,guest_2489,hotel_201,0.12,268,235.84
660,guest_3070,hotel_182,0.02,176,172.48
661,guest_3128,hotel_376,0.15,238,202.29999999999998
662,guest_1964,hotel_100,0.18,160,131.20000000000002
663,guest_1257,hotel_9,0.07,227,211.10999999999999
664,guest_3451,hotel_129,0.1,85,76.5
665,guest_3705,hotel_32,0.19,172,139.32000000000002
666,guest_2206,hotel_358,0.17,220,182.6
667,guest_1133,hotel_303,0.03,160,155.2
668,guest_2136,hotel_118,0.03,181,175.57
669,guest_2888,hotel_81,0.09,252,229.32000000000002
670,guest_992,hotel_25,0.15,213,181.04999999999998
671,guest_854,hotel_20,0.07,183,170.19
672,guest_3544,hotel_396,0.08,212,195.04000000000002
673,guest_2596,hotel_228,0.0,196,196.0
674,guest_2447,hotel_21,0.02,212,207.76
675,guest_22,hotel_306,0.07,203,188.79
676,guest_196,hotel_190,0.03,50,48.5
677,guest_3891,hotel_280,0.1,78,70.2
678,guest_462,hotel_247,0.11,60,53.4
679,guest_2060,hotel_218,0.02,93,91.14
680,guest_2550,hotel_59,0.02,116,113.67999999999999
681,guest_2747,hotel_100,0.08,160,147.20000000000002
682,guest_340,hotel_282,0.18,241,197.62
683,guest_3284,hotel_143,0.19,202,163.62
684,guest_116,hotel_251,0.07,109,101.36999999999999
685,guest_3858,hotel_253,0.09,273,248.43
686,guest_345,hotel_191,0.05,250,237.5
687,guest_2575,hotel_115,0.19,244,197.64000000000001
688,guest_2352,hotel_100,0.16,160,134.4
689,guest_221,hotel_225,0.15,263,223.54999999999998
690,guest_3817,hotel_315,0.11,221,196.69
691,guest_1321,hotel_186,0.12,181,159.28
692,guest_1302,hotel_306,0.02,203,198.94
693,guest_2757,hotel_288,0.05,135,128.25
694,guest_2112,hotel_328,0.05,195,185.25
695,guest_3327,hotel_52,0.05,156,148.2
696,guest_3789,hotel_98,0.19,201,162.81
697,guest_84,hotel_35,0.07,135,125.55
698,guest_237,hotel_287,0.06,160,150.39999999999998
699,guest_3710,hotel_118,0.03,181,175.57
700,guest_2375,hotel_42,0.1,123,110.7
701,guest_1282,hotel_168,0.12,298,262.24
702,guest_2915,hotel_364,0.12,176,154.88
703,guest_1525,hotel_32,0.16,172,144.48
704,guest_1015,hotel_262,0.16,68,57.12
705,guest_659,hotel_298,0.16,283,237.72
706,guest_206,hotel_11,0.14,226,194.35999999999999
707,guest_2122,hotel_317,0.0,127,127.0
708,guest_3478,hotel_44,0.16,243,204.12
709,guest_1476,hotel_215,0.18,133,109.06
710,guest_3019,hotel_253,0.13,273,237.51
711,guest_1114,hotel_267,0.17,261,216.63
712,guest_1034,hotel_328,0.16,195,163.79999999999998
713,guest_1877,hotel_394,0.01,291,288.09
714,guest_3610,hotel_30,0.08,102,93.84
715,guest_1442,hotel_112,0.16,82,68.88
716,guest_2140,hotel_167,0.08,55,50.6
717,guest_3289,hotel_127,0.18,279,228.78000000000003
718,guest_609,hotel_251,0.05,109,103.55
719,guest_18,hotel_107,0.05,281,266.95
720,guest_2476,hotel_21,0.02,212,207.76
721,guest_2272,hotel_199,0.14,240,206.4
722,guest_1461,hotel_273,0.07,66,61.379999999999995
723,guest_1260,hotel_10,0.05,222,210.89999999999998
724,guest_3750,hotel_169,0.01,283,280.17
725,guest_2391,hotel_249,0.0,57,57.0
726,guest_2436,hotel_144,0.11,59,52.51
727,guest_3756,hotel_23,0.19,54,43.74
728,guest_672,hotel_160,0.11,68,60.52
729,guest_926,hotel_373,0.01,261,258.39
730,guest_1885,hotel_282,0.12,241,212.08
731,guest_2133,hotel_275,0.17,159,131.97
732,guest_3900,hotel_268,0.08,73,67.16
733,guest_953,hotel_28,0.1,104,93.60000000000001
734,guest_579,hotel_272,0.18,180,147.60000000000002
735,guest_796,hotel_168,0.16,298,250.32
736,guest_96,hotel_165,0.11,102,90.78
737,guest_2348,hotel_256,0.19,98,79.38000000000001
738,guest_3473,hotel_109,0.15,67,56.949999999999996
739,guest_513,hotel_4,0.0,157,157.0
740,guest_1188,hotel_169,0.04,283,271.68
741,guest_2963,hotel_179,0.07,171,159.03
742,guest_515,hotel_206,0.15,187,158.95
743,guest_3303,hotel_379,0.1,263,236.70000000000002
744,guest_476,hotel_49,0.04,50,48.0
745,guest_3310,hotel_372,0.02,203,198.94
746,guest_2904,hotel_229,0.14,246,211.56
747,guest_1272,hotel_128,0.11,171,152.19
748,guest_1653,hotel_398,0.12,102,89.76
749,guest_3268,hotel_114,0.13,178,154.85999999999999
750,guest_2068,hotel_17,0.16,121,101.64
751,guest_1721,hotel_27,0.01,299,296.01
752,guest_2948,hotel_34,0.13,172,149.64
753,guest_2477,hotel_52,0.04,156,149.76
754,guest_1516,hotel_8,0.04,236,226.56
755,guest_1567,hotel_127,0.13,279,242.73
756,guest_3044,hotel_247,0.0,60,60.0
757,guest_1255,hotel_251,0.1,109,98.10000000000001
758,guest_1036,hotel_222,0.04,231,221.76
759,guest_1065,hotel_262,0.19,68,55.080000000000005
760,guest_3322,hotel_341,0.17,298,247.33999999999997
761,guest_2363,hotel_274,0.06,166,156.04
762,guest_2091,hotel_371,0.08,168,154.56
763,guest_1938,hotel_334,0.02,83,81.34
764,guest_1197,hotel_311,0.08,253,232.76000000000002
765,guest_2601,hotel_51,0.1,140,126.0
766,guest_3441,hotel_25,0.07,213,198.08999999999997
767,guest_1961,hotel_145,0.17,127,105.41
768,guest_3432,hotel_145,0.16,127,106.67999999999999
769,guest_3843,hotel_101,0.07,158,146.94
770,guest_267,hotel_1,0.02,273,267.54
771,guest_2232,hotel_394,0.15,291,247.35
772,guest_3805,hotel_34,0.1,172,154.8
773,guest_2770,hotel_342,0.08,139,127.88000000000001
774,guest_1408,hotel_70,0.09,85,77.35000000000001
775,guest_3317,hotel_90,0.15,85,72.25
776,guest_1614,hotel_142,0.1,145,130.5
777,guest_371,hotel_120,0.13,66,57.42
778,guest_3863,hotel_318,0.17,146,121.17999999999999
779,guest_3626,hotel_26,0.16,55,46.199999999999996
780,guest_3456,hotel_47,0.08,54,49.68
781,guest_3579,hotel_298,0.19,283,229.23000000000002
782,guest_3978,hotel_147,0.02,251,245.98
783,guest_911,hotel_105,0.01,132,130.68
784,guest_870,hotel_46,0.08,214,196.88
785,guest_3326,hotel_317,0.05,127,120.64999999999999
786,guest_2199,hotel_36,0.08,193,177.56
787,guest_3658,hotel_111,0.08,253,232.76000000000002
788,guest_1280,hotel_257,0.04,225,216.0
789,guest_331,hotel_149,0.09,278,252.98000000000002
790,guest_1514,hotel_110,0.18,140,114.80000000000001
791,guest_2885,hotel_400,0.19,145,117.45
792,guest_2200,hotel_50,0.08,208,191.36
793,guest_872,hotel_70,0.03,85,82.45
794,guest_3178,hotel_59,0.04,116,111.36
795,guest_1797,hotel_331,0.12,236,207.68
796,guest_2042,hotel_278,0.16,279,234.35999999999999
797,guest_3680,hotel_309,0.03,122,118.34
798,guest_245,hotel_227,0.04,201,192.95999999999998
799,guest_3759,hotel_285,0.05,208,197.6
800,guest_3673,hotel_19,0.19,113,91.53
801,guest_3740,hotel_23,0.03,54,52.379999999999995
802,guest_2365,hotel_135,0.19,66,53.46
803,guest_3093,hotel_182,0.19,176,142.56
804,guest_3516,hotel_390,0.14,165,141.9
805,guest_2013,hotel_312,0.07,286,265.97999999999996
806,guest_3576,hotel_116,0.13,129,112.23
807,guest_2810,hotel_35,0.05,135,128.25
808,guest_2051,hotel_208,0.16,81,68.03999999999999
809,guest_2892,hotel_93,0.12,285,250.8
810,guest_2660,hotel_373,0.15,261,221.85
811,guest_13,hotel_204,0.01,93,92.07
812,guest_2650,hotel_297,0.01,261,258.39
813,guest_893,hotel_39,0.14,274,235.64
814,guest_3667,hotel_18,0.11,287,255.43
815,guest_1645,hotel_189,0.11,73,64.97
816,guest_2703,hotel_45,0.08,95,87.4
817,guest_3331,hotel_284,0.18,231,189.42000000000002
818,guest_370,hotel_3,0.15,141,119.85
819,guest_1099,hotel_86,0.13,116,100.92
820,guest_3856,hotel_112,0.11,82,72.98
821,guest_2274,hotel_63,0.11,290,258.1
822,guest_3477,hotel_258,0.11,209,186.01
823,guest_3183,hotel_358,0.16,220,184.79999999999998
824,guest_260,hotel_185,0.16,273,229.32
825,guest_493,hotel_265,0.19,265,214.65
826,guest_512,hotel_102,0.12,73,64.24
827,guest_2299,hotel_256,0.1,98,88.2
828,guest_3231,hotel_3,0.02,141,138.18
829,guest_1764,hotel_60,0.17,242,200.85999999999999
830,guest_2094,hotel_159,0.16,209,175.56
831,guest_560,hotel_267,0.0,261,261.0
832,guest_3779,hotel_344,0.11,98,87.22
833,guest_832,hotel_50,0.03,208,201.76
834,guest_3879,hotel_101,0.16,158,132.72
835,guest_3665,hotel_306,0.15,203,172.54999999999998
836,guest_2035,hotel_303,0.14,160,137.6
837,guest_1171,hotel_72,0.05,253,240.35
838,guest_467,hotel_369,0.04,133,127.67999999999999
839,guest_1190,hotel_260,0.09,197,179.27
840,guest_356,hotel_246,0.08,127,116.84
841,guest_1253,hotel_322,0.16,229,192.35999999999999
842,guest_1350,hotel_73,0.05,259,246.04999999999998
843,guest_81,hotel_118,0.0,181,181.0
844,guest_251,hotel_294,0.16,140,117.6
845,guest_2767,hotel_285,0.16,208,174.72
846,guest_1664,hotel_343,0.07,217,201.80999999999997
847,guest_2480,hotel_76,0.04,134,128.64
848,guest_696,hotel_273,0.13,66,57.42
849,guest_3389,hotel_210,0.08,175,161.0
850,guest_1535,hotel_259,0.04,219,210.23999999999998
851,guest_3131,hotel_387,0.18,85,69.7
852,guest_2749,hotel_117,0.14,282,242.52
853,guest_1728,hotel_22,0.02,61,59.78
854,guest_2316,hotel_215,0.09,133,121.03
855,guest_1151,hotel_274,0.13,166,144.42
856,guest_25,hotel_397,0.13,68,59.16
857,guest_2680,hotel_175,0.14,120,103.2
858,guest_2736,hotel_264,0.07,153,142.29
859,guest_2750,hotel_323,0.03,140,135.79999999999998
860,guest_570,hotel_261,0.03,209,202.73
861,guest_894,hotel_202,0.05,288,273.59999999999997
862,guest_2780,hotel_346,0.0,175,175.0
863,guest_856,hotel_261,0.11,209,186.01
864,guest_3574,hotel_143,0.06,202,189.88
865,guest_2535,hotel_234,0.11,211,187.79
866,guest_3285,hotel_146,0.18,226,185.32000000000002
867,guest_1741,hotel_293,0.02,251,245.98
868,guest_2625,hotel_252,0.0,64,64.0
869,guest_2554,hotel_392,0.04,210,201.6
870,guest_3919,hotel_142,0.0,145,145.0
871,guest_2900,hotel_172,0.13,132,114.84
872,guest_3842,hotel_374,0.13,176,153.12
873,guest_1823,hotel_125,0.1,117,105.3
874,guest_3309,hotel_183,0.09,154,140.14000000000001
875,guest_2001,hotel_192,0.16,95,79.8
876,guest_2078,hotel_52,0.03,156,151.32
877,guest_3731,hotel_313,0.12,183,161.04
878,guest_3872,hotel_159,0.16,209,175.56
879,guest_2728,hotel_359,0.05,163,154.85
880,guest_553,hotel_223,0.03,291,282.27
881,guest_598,hotel_199,0.06,240,225.6
882,guest_3827,hotel_22,0.0,61,61.0
883,guest_1409,hotel_24,0.1,53,47.7
884,guest_3220,hotel_51,0.18,140,114.80000000000001
885,guest_2220,hotel_109,0.1,67,60.300000000000004
886,guest_2153,hotel_115,0.06,244,229.35999999999999
887,guest_3970,hotel_234,0.17,211,175.13
888,guest_2927,hotel_138,0.08,212,195.04000000000002
889,guest_3617,hotel_125,0.03,117,113.49
890,guest_1046,hotel_29,0.07,145,134.85
891,guest_3277,hotel_121,0.11,56,49.84
892,guest_3352,hotel_270,0.17,273,226.58999999999997
893,guest_2778,hotel_325,0.11,212,188.68
894,guest_2777,hotel_221,0.05,197,187.14999999999998
895,guest_2268,hotel_318,0.13,146,127.02
896,guest_3940,hotel_108,0.02,132,129.35999999999999
897,guest_1001,hotel_127,0.19,279,225.99
898,guest_2302,hotel_98,0.16,201,168.84
899,guest_1855,hotel_399,0.13,284,247.08
900,guest_2977,hotel_185,0.12,273,240.24
901,guest_3479,hotel_188,0.05,242,229.89999999999998
902,guest_1574,hotel_6,0.12,58,51.04
903,guest_3753,hotel_343,0.01,217,214.82999999999998
904,guest_297,hotel_318,0.11,146,129.94
905,guest_1396,hotel_39,0.1,274,246.6
906,guest_1339,hotel_38,0.14,135,116.1
907,guest_3631,hotel_149,0.11,278,247.42000000000002
908,guest_2458,hotel_78,0.07,149,138.57
909,guest_1578,hotel_143,0.1,202,181.8
910,guest_2934,hotel_286,0.06,207,194.57999999999998
911,guest_3302,hotel_58,0.01,120,118.8
912,guest_219,hotel_181,0.09,108,98.28
913,guest_1733,hotel_17,0.02,121,118.58
914,guest_1455,hotel_287,0.01,160,158.4
915,guest_2163,hotel_347,0.08,216,198.72
916,guest_3428,hotel_53,0.02,56,54.879999999999995
917,guest_977,hotel_339,0.02,74,72.52
918,guest_3101,hotel_206,0.18,187,153.34
919,guest_2711,hotel_225,0.08,263,241.96
920,guest_774,hotel_214,0.07,79,73.47
921,guest_246,hotel_344,0.08,98,90.16000000000001
922,guest_1106,hotel_238,0.02,88,86.24
923,guest_799,hotel_266,0.05,169,160.54999999999998
924,guest_967,hotel_163,0.05,116,110.19999999999999
925,guest_1667,hotel_136,0.19,162,131.22
926,guest_3469,hotel_371,0.05,168,159.6
927,guest_3814,hotel_131,0.16,252,211.67999999999998
928,guest_2323,hotel_38,0.04,135,129.6
929,guest_3021,hotel_96,0.09,208,189.28
930,guest_624,hotel_288,0.19,135,109.35000000000001
931,guest_2015,hotel_48,0.17,263,218.29
932,guest_1923,hotel_306,0.02,203,198.94
933,guest_1021,hotel_97,0.13,288,250.56
934,guest_1717,hotel_17,0.0,121,121.0
935,guest_1373,hotel_116,0.0,129,129.0
936,guest_3191,hotel_1,0.08,273,251.16000000000003
937,guest_1205,hotel_272,0.09,180,163.8
938,guest_1214,hotel_238,0.08,88,80.96000000000001
939,guest_2671,hotel_149,0.02,278,272.44
940,guest_2756,hotel_323,0.0,140,140.0
941,guest_1539,hotel_336,0.19,235,190.35000000000002
942,guest_1648,hotel_41,0.05,282,267.9
943,guest_751,hotel_346,0.06,175,164.5
944,guest_1647,hotel_121,0.09,56,50.96
945,guest_180,hotel_399,0.11,284,252.76
946,guest_1040,hotel_300,0.06,209,196.45999999999998
947,guest_86,hotel_177,0.16,79,66.36
948,guest_1575,hotel_372,0.14,203,174.57999999999998
949,guest_259,hotel_296,0.09,91,82.81
950,guest_3521,hotel_2,0.15,92,78.2
951,guest_1326,hotel_348,0.0,167,167.0
952,guest_2049,hotel_388,0.03,286,277.42
953,guest_1022,hotel_123,0.04,209,200.64
954,guest_394,hotel_339,0.09,74,67.34
955,guest_1755,hotel_255,0.17,182,151.06
956,guest_2668,hotel_75,0.12,213,187.44
957,guest_2169,hotel_117,0.0,282,282.0
958,guest_2448,hotel_67,0.04,197,189.12
959,guest_941,hotel_235,0.12,136,119.68
960,guest_3314,hotel_137,0.03,92,89.24
961,guest_212,hotel_195,0.12,94,82.72
962,guest_2573,hotel_70,0.18,85,69.7
963,guest_780,hotel_332,0.0,278,278.0
964,guest_3935,hotel_200,0.1,186,167.4
965,guest_2769,hotel_16,0.02,101,98.98
966,guest_709,hotel_236,0.05,145,137.75
967,guest_400,hotel_216,0.17,212,175.95999999999998
968,guest_3139,hotel_110,0.14,140,120.39999999999999
969,guest_3838,hotel_70,0.05,85,80.75
970,guest_954,hotel_321,0.14,54,46.44
971,guest_1063,hotel_259,0.12,219,192.72
972,guest_3505,hotel_133,0.18,189,154.98000000000002
973,guest_2403,hotel_121,0.13,56,48.72
974,guest_3971,hotel_271,0.11,172,153.08
975,guest_3097,hotel_166,0.0,236,236.0
976,guest_2430,hotel_195,0.02,94,92.12
977,guest_1116,hotel_25,0.05,213,202.35
978,guest_2642,hotel_76,0.08,134,123.28
979,guest_2942,hotel_98,0.15,201,170.85
980,guest_271,hotel_24,0.08,53,48.760000000000005
981,guest_1569,hotel_265,0.02,265,259.7
982,guest_140,hotel_381,0.11,276,245.64000000000001
983,guest_1915,hotel_12,0.11,224,199.36
984,guest_839,hotel_106,0.11,297,264.33
985,guest_1624,hotel_80,0.11,239,212.71
986,guest_367,hotel_145,0.02,127,124.46
987,guest_3927,hotel_56,0.14,202,173.72
988,guest_2611,hotel_400,0.08,145,133.4
989,guest_3592,hotel_37,0.14,193,165.98
990,guest_2124,hotel_114,0.05,178,169.1
991,guest_2547,hotel_230,0.1,299,269.1
992,guest_3315,hotel_181,0.05,108,102.6
993,guest_3213,hotel_117,0.16,282,236.88
994,guest_2852,hotel_29,0.13,145,126.15
995,guest_1288,hotel_331,0.1,236,212.4
996,guest_3485,hotel_59,0.19,116,93.96000000000001
997,guest_3546,hotel_317,0.12,127,111.76
998,guest_3809,hotel_258,0.03,209,202.73
999,guest_33,hotel_322,0.12,229,201.52
1000,guest_1166,hotel_105,0.1,132,118.8
1001,guest_3712,hotel_326,0.13,232,201.84
1002,guest_240,hotel_48,0.19,263,213.03
1003,guest_2690,hotel_8,0.13,236,205.32
1004,guest_2955,hotel_146,0.03,226,219.22
1005,guest_3290,hotel_315,0.11,221,196.69
1006,guest_669,hotel_323,0.01,140,138.6
1007,guest_867,hotel_190,0.07,50,46.5
1008,guest_1940,hotel_241,0.18,82,67.24000000000001
1009,guest_1784,hotel_370,0.0,229,229.0
1010,guest_2451,hotel_201,0.09,268,243.88
1011,guest_2876,hotel_344,0.18,98,80.36
1012,guest_2328,hotel_207,0.15,128,108.8
1013,guest_335,hotel_395,0.08,211,194.12
1014,guest_2693,hotel_52,0.13,156,135.72
1015,guest_1374,hotel_56,0.19,202,163.62
1016,guest_316,hotel_366,0.07,120,111.6
1017,guest_2913,hotel_59,0.05,116,110.19999999999999
1018,guest_1683,hotel_326,0.03,232,225.04
1019,guest_3878,hotel_322,0.08,229,210.68
1020,guest_3076,hotel_296,0.12,91,80.08
1021,guest_1884,hotel_309,0.03,122,118.34
1022,guest_1904,hotel_299,0.06,170,159.79999999999998
1023,guest_390,hotel_148,0.18,206,168.92000000000002
1024,guest_3365,hotel_169,0.19,283,229.23000000000002
1025,guest_567,hotel_220,0.03,159,154.23
1026,guest_1899,hotel_47,0.08,54,49.68
1027,guest_3462,hotel_11,0.01,226,223.74
1028,guest_2275,hotel_160,0.14,68,58.48
1029,guest_2869,hotel_299,0.16,170,142.79999999999998
1030,guest_3264,hotel_247,0.1,60,54.0
1031,guest_662,hotel_331,0.05,236,224.2
1032,guest_2313,hotel_264,0.18,153,125.46000000000001
1033,guest_3423,hotel_128,0.07,171,159.03
1034,guest_886,hotel_338,0.05,133,126.35
1035,guest_1208,hotel_27,0.18,299,245.18
1036,guest_315,hotel_264,0.15,153,130.04999999999998
1037,guest_2156,hotel_375,0.0,268,268.0
1038,guest_381,hotel_172,0.18,132,108.24000000000001
1039,guest_794,hotel_14,0.03,195,189.15
1040,guest_1801,hotel_281,0.07,165,153.45
1041,guest_1927,hotel_64,0.16,202,169.68
1042,guest_654,hotel_147,0.18,251,205.82000000000002
1043,guest_2929,hotel_223,0.13,291,253.17
1044,guest_1265,hotel_29,0.19,145,117.45
1045,guest_3238,hotel_266,0.17,169,140.26999999999998
1046,guest_764,hotel_26,0.16,55,46.199999999999996
1047,guest_2742,hotel_264,0.15,153,130.04999999999998
1048,guest_295,hotel_219,0.05,79,75.05
1049,guest_615,hotel_129,0.12,85,74.8
1050,guest_1483,hotel_289,0.0,295,295.0
1051,guest_1070,hotel_219,0.07,79,73.47
1052,guest_2724,hotel_228,0.12,196,172.48
1053,guest_1761,hotel_129,0.0,85,85.0
1054,guest_787,hotel_1,0.13,273,237.51
1055,guest_3861,hotel_12,0.1,224,201.6
1056,guest_2926,hotel_169,0.01,283,280.17
1057,guest_2248,hotel_231,0.19,285,230.85000000000002
1058,guest_1555,hotel_127,0.13,279,242.73
1059,guest_759,hotel_290,0.11,184,163.76
1060,guest_724,hotel_326,0.17,232,192.56
1061,guest_1818,hotel_104,0.04,73,70.08
1062,guest_1793,hotel_245,0.16,290,243.6
1063,guest_130,hotel_386,0.04,185,177.6
1064,guest_3997,hotel_138,0.15,212,180.2
1065,guest_920,hotel_399,0.11,284,252.76
1066,guest_2864,hotel_256,0.02,98,96.03999999999999
1067,guest_2945,hotel_98,0.08,201,184.92000000000002
1068,guest_3886,hotel_194,0.08,115,105.80000000000001
1069,guest_2858,hotel_254,0.16,231,194.04
1070,guest_909,hotel_12,0.1,224,201.6
1071,guest_2115,hotel_15,0.12,56,49.28
1072,guest_3292,hotel_114,0.14,178,153.07999999999998
1073,guest_742,hotel_172,0.1,132,118.8
1074,guest_595,hotel_173,0.01,97,96.03
1075,guest_3729,hotel_295,0.01,76,75.24
1076,guest_3171,hotel_319,0.15,278,236.29999999999998
1077,guest_1398,hotel_64,0.06,202,189.88
1078,guest_1372,hotel_237,0.12,249,219.12
1079,guest_1934,hotel_237,0.11,249,221.61
1080,guest_543,hotel_276,0.16,245,205.79999999999998
1081,guest_1163,hotel_184,0.11,298,265.22
1082,guest_3734,hotel_43,0.04,273,262.08
1083,guest_3668,hotel_378,0.0,194,194.0
1084,guest_1520,hotel_310,0.01,214,211.85999999999999
1085,guest_106,hotel_342,0.11,139,123.71000000000001
1086,guest_3484,hotel_4,0.17,157,130.31
1087,guest_2583,hotel_74,0.19,278,225.18
1088,guest_1696,hotel_155,0.01,65,64.35
1089,guest_2349,hotel_370,0.1,229,206.1
1090,guest_3364,hotel_342,0.1,139,125.10000000000001
1091,guest_2950,hotel_260,0.03,197,191.09
1092,guest_2301,hotel_7,0.08,69,63.480000000000004
1093,guest_2259,hotel_25,0.14,213,183.18
1094,guest_1444,hotel_377,0.11,167,148.63
1095,guest_3137,hotel_56,0.01,202,199.98
1096,guest_3132,hotel_394,0.18,291,238.62
1097,guest_2510,hotel_121,0.0,56,56.0
1098,guest_1010,hotel_81,0.12,252,221.76
1099,guest_2444,hotel_74,0.15,278,236.29999999999998
1100,guest_3554,hotel_266,0.0,169,169.0
1101,guest_2433,hotel_305,0.13,74,64.38
1102,guest_1981,hotel_207,0.18,128,104.96000000000001
1103,guest_1734,hotel_278,0.16,279,234.35999999999999
1104,guest_3222,hotel_179,0.18,171,140.22
1105,guest_632,hotel_114,0.07,178,165.54
1106,guest_2271,hotel_286,0.17,207,171.81
1107,guest_881,hotel_259,0.15,219,186.15
1108,guest_1557,hotel_340,0.13,243,211.41
1109,guest_186,hotel_181,0.12,108,95.04
1110,guest_352,hotel_109,0.04,67,64.32
1111,guest_3555,hotel_188,0.14,242,208.12
1112,guest_3299,hotel_193,0.1,179,161.1
1113,guest_15,hotel_94,0.0,112,112.0
1114,guest_1974,hotel_356,0.19,208,168.48000000000002
1115,guest_593,hotel_2,0.12,92,80.96
1116,guest_3210,hotel_205,0.04,183,175.68
1117,guest_544,hotel_368,0.08,249,229.08
1118,guest_2582,hotel_18,0.15,287,243.95
1119,guest_1545,hotel_294,0.09,140,127.4
1120,guest_2738,hotel_264,0.08,153,140.76000000000002
1121,guest_3777,hotel_344,0.06,98,92.11999999999999
1122,guest_500,hotel_111,0.14,253,217.57999999999998
1123,guest_661,hotel_58,0.14,120,103.2
1124,guest_368,hotel_87,0.1,266,239.4
1125,guest_1629,hotel_313,0.09,183,166.53
1126,guest_1045,hotel_220,0.04,159,152.64
