,guest,hotel,net_earning,guest_satisfaction
679,guest_2876,hotel_21,173.84,5
680,guest_2867,hotel_54,223.72,4
681,guest_774,hotel_92,54.87,1
682,guest_3786,hotel_75,178.92,1
683,guest_1984,hotel_113,88.81,5
684,guest_2233,hotel_41,262.26,5
685,guest_3553,hotel_328,165.75,1
686,guest_531,hotel_21,203.51999999999998,5
687,guest_3078,hotel_82,227.92,5
688,guest_398,hotel_358,178.20000000000002,2
689,guest_3997,hotel_213,217.6,4
690,guest_139,hotel_56,177.76,5
691,guest_1304,hotel_148,181.28,3
692,guest_2027,hotel_159,183.92,4
693,guest_2740,hotel_112,68.06,2
694,guest_1046,hotel_90,79.05,2
695,guest_2613,hotel_88,69.75,5
696,guest_1714,hotel_41,253.8,5
697,guest_3798,hotel_90,71.39999999999999,1
698,guest_2530,hotel_1,223.86,5
699,guest_3022,hotel_218,84.63000000000001,5
700,guest_1190,hotel_391,182.0,1
701,guest_2313,hotel_21,173.84,5
702,guest_2273,hotel_310,205.44,3
703,guest_3909,hotel_82,246.04999999999998,3
704,guest_2339,hotel_175,120.0,5
705,guest_3152,hotel_310,190.46,5
706,guest_1981,hotel_90,69.7,2
707,guest_1107,hotel_250,286.08,5
708,guest_2998,hotel_44,199.26000000000002,4
709,guest_3853,hotel_90,70.55,3
710,guest_2192,hotel_82,230.51,2
711,guest_1444,hotel_31,176.22,5
712,guest_2670,hotel_88,72.75,5
713,guest_1280,hotel_98,192.95999999999998,4
714,guest_3415,hotel_47,52.379999999999995,4
715,guest_780,hotel_214,79.0,2
716,guest_788,hotel_90,81.6,5
717,guest_3492,hotel_128,147.06,3
718,guest_2484,hotel_198,71.39999999999999,1
719,guest_275,hotel_31,192.06,3
720,guest_1115,hotel_213,225.28,3
721,guest_3138,hotel_82,246.04999999999998,4
722,guest_3709,hotel_213,222.72,3
723,guest_2057,hotel_202,282.24,4
724,guest_1492,hotel_261,192.28,3
725,guest_726,hotel_92,51.92,1
726,guest_3026,hotel_90,79.89999999999999,2
727,guest_3432,hotel_310,179.76,4
728,guest_1316,hotel_361,212.43,1
729,guest_2215,hotel_374,172.48,2
730,guest_1526,hotel_128,164.16,4
731,guest_425,hotel_90,80.75,3
732,guest_3118,hotel_27,284.05,2
733,guest_2774,hotel_197,101.25,3
734,guest_406,hotel_82,225.33,2
735,guest_3290,hotel_197,111.25,5
736,guest_2481,hotel_358,215.6,5
737,guest_3409,hotel_374,147.84,4
738,guest_3014,hotel_21,180.2,2
739,guest_360,hotel_128,162.45,5
740,guest_2579,hotel_283,61.77,2
741,guest_2615,hotel_202,270.71999999999997,1
742,guest_1608,hotel_374,156.64000000000001,4
743,guest_1489,hotel_47,52.379999999999995,5
744,guest_3288,hotel_1,259.34999999999997,5
745,guest_9,hotel_173,85.36,4
746,guest_149,hotel_390,151.8,4
747,guest_488,hotel_27,281.06,2
748,guest_3834,hotel_218,82.77,5
749,guest_2023,hotel_138,205.64,3
750,guest_2700,hotel_41,245.34,5
751,guest_2528,hotel_9,183.87,4
752,guest_833,hotel_400,137.75,5
753,guest_2726,hotel_400,124.7,4
754,guest_3961,hotel_300,192.28,3
755,guest_2291,hotel_128,162.45,4
756,guest_3248,hotel_175,100.8,4
757,guest_154,hotel_271,153.08,1
758,guest_1674,hotel_1,237.51,5
759,guest_2865,hotel_41,267.9,2
760,guest_969,hotel_202,236.16000000000003,5
761,guest_3802,hotel_1,256.62,5
762,guest_1586,hotel_358,184.79999999999998,3
763,guest_2005,hotel_1,259.34999999999997,2
764,guest_4,hotel_173,97.0,5
765,guest_2928,hotel_311,225.17000000000002,4
766,guest_112,hotel_213,227.84,4
767,guest_981,hotel_123,198.54999999999998,3
768,guest_1081,hotel_327,189.23999999999998,4
769,guest_2043,hotel_208,80.19,3
770,guest_2178,hotel_1,229.32,3
771,guest_2274,hotel_310,190.46,4
772,guest_1971,hotel_31,164.34,4
773,guest_2003,hotel_283,71.0,1
774,guest_2299,hotel_201,241.20000000000002,4
775,guest_2117,hotel_44,216.27,5
776,guest_2290,hotel_283,63.9,3
777,guest_231,hotel_214,74.25999999999999,4
778,guest_2752,hotel_163,102.08,1
779,guest_1676,hotel_80,210.32,2
780,guest_3431,hotel_56,165.64000000000001,4
781,guest_2230,hotel_121,55.44,4
782,guest_1982,hotel_27,263.12,2
783,guest_3975,hotel_52,135.72,1
784,guest_1734,hotel_283,59.64,5
785,guest_3503,hotel_216,190.8,4
786,guest_1660,hotel_197,116.24999999999999,2
787,guest_1061,hotel_27,299.0,5
788,guest_1150,hotel_311,247.94,5
789,guest_3785,hotel_1,262.08,5
790,guest_3081,hotel_102,61.32,5
791,guest_764,hotel_41,236.88,5
792,guest_3227,hotel_98,196.98,1
793,guest_3958,hotel_288,118.8,3
794,guest_2575,hotel_44,196.83,1
795,guest_1485,hotel_41,228.42000000000002,4
796,guest_127,hotel_153,72.9,1
797,guest_3592,hotel_282,207.26,2
798,guest_3019,hotel_390,143.55,3
799,guest_1170,hotel_21,192.92000000000002,3
800,guest_2189,hotel_216,207.76,5
801,guest_688,hotel_30,99.96,1
802,guest_3425,hotel_175,116.39999999999999,3
803,guest_3524,hotel_358,206.79999999999998,5
804,guest_606,hotel_53,56.0,2
805,guest_81,hotel_283,71.0,4
806,guest_1938,hotel_44,238.14,4
807,guest_3714,hotel_162,255.42,4
808,guest_2677,hotel_250,256.28,5
809,guest_783,hotel_21,203.51999999999998,5
810,guest_2098,hotel_56,165.64000000000001,5
811,guest_3058,hotel_130,137.23999999999998,5
812,guest_1943,hotel_311,222.64000000000001,4
813,guest_3168,hotel_173,94.09,1
814,guest_863,hotel_44,228.42,5
815,guest_954,hotel_54,204.68,2
816,guest_2041,hotel_148,193.64,2
817,guest_3723,hotel_98,201.0,4
818,guest_949,hotel_250,241.38000000000002,2
819,guest_3736,hotel_202,262.08,4
820,guest_2843,hotel_208,73.71000000000001,2
821,guest_2822,hotel_21,197.16,5
822,guest_71,hotel_214,72.68,4
823,guest_2894,hotel_311,209.98999999999998,4
824,guest_2027,hotel_159,183.92,4
825,guest_2010,hotel_44,238.14,3
826,guest_3560,hotel_184,292.04,4
827,guest_109,hotel_56,175.74,2
828,guest_1928,hotel_44,233.28,5
829,guest_1843,hotel_56,163.62,5
830,guest_245,hotel_61,150.72,5
831,guest_331,hotel_203,109.2,1
832,guest_235,hotel_161,158.26000000000002,2
833,guest_144,hotel_47,54.0,3
834,guest_1137,hotel_400,143.55,3
835,guest_641,hotel_198,81.48,3
836,guest_455,hotel_80,227.04999999999998,4
837,guest_2112,hotel_26,52.25,5
838,guest_3640,hotel_400,121.8,2
839,guest_3923,hotel_185,221.13000000000002,5
840,guest_3585,hotel_388,280.28,5
841,guest_3951,hotel_374,153.12,2
842,guest_1425,hotel_162,255.42,5
843,guest_1989,hotel_162,214.14,2
844,guest_1390,hotel_242,54.15,2
845,guest_1655,hotel_92,53.690000000000005,4
846,guest_2374,hotel_168,277.14,1
847,guest_100,hotel_44,216.27,3
848,guest_541,hotel_27,290.03,4
849,guest_3260,hotel_6,54.519999999999996,3
850,guest_3617,hotel_202,279.36,3
851,guest_1549,hotel_143,195.94,1
852,guest_998,hotel_27,260.13,4
853,guest_2329,hotel_214,75.84,2
854,guest_2724,hotel_44,213.84,4
855,guest_1217,hotel_259,181.76999999999998,1
856,guest_925,hotel_77,63.14000000000001,5
857,guest_1366,hotel_198,72.24,5
858,guest_1713,hotel_310,209.72,5
859,guest_3313,hotel_173,91.17999999999999,4
860,guest_3466,hotel_202,236.16000000000003,5
861,guest_1620,hotel_390,150.15,5
862,guest_1157,hotel_162,258.0,3
863,guest_1299,hotel_44,211.41,5
864,guest_3496,hotel_27,293.02,3
865,guest_2279,hotel_173,81.48,4
866,guest_519,hotel_173,86.33,5
867,guest_2795,hotel_390,138.6,5
868,guest_1994,hotel_44,238.14,5
869,guest_377,hotel_302,246.12,1
870,guest_3090,hotel_348,146.96,3
871,guest_229,hotel_80,193.59,4
872,guest_445,hotel_314,263.15,5
873,guest_714,hotel_53,52.64,2
874,guest_1553,hotel_369,113.05,5
875,guest_3636,hotel_161,187.21,2
876,guest_1525,hotel_310,179.76,5
877,guest_513,hotel_282,241.0,1
878,guest_3517,hotel_265,259.7,5
879,guest_3560,hotel_184,292.04,4
880,guest_3812,hotel_47,48.06,2
881,guest_1922,hotel_347,185.76,4
882,guest_1578,hotel_312,257.40000000000003,1
883,guest_709,hotel_392,199.5,4
884,guest_313,hotel_54,228.48,3
885,guest_806,hotel_171,153.64000000000001,4
886,guest_2719,hotel_173,86.33,3
887,guest_1117,hotel_161,162.12,5
888,guest_2827,hotel_52,135.72,2
889,guest_3698,hotel_374,165.44,4
890,guest_1329,hotel_39,263.03999999999996,4
891,guest_3475,hotel_310,203.29999999999998,5
892,guest_657,hotel_80,219.88,3
893,guest_2212,hotel_300,202.73,2
894,guest_252,hotel_202,288.0,3
895,guest_509,hotel_175,117.6,4
896,guest_2295,hotel_161,189.14,4
897,guest_391,hotel_108,120.12,3
898,guest_2657,hotel_379,236.70000000000002,4
899,guest_2519,hotel_310,214.0,3
900,guest_3119,hotel_61,142.87,2
901,guest_1694,hotel_123,192.28,2
902,guest_646,hotel_98,182.91,4
903,guest_180,hotel_400,129.05,4
904,guest_2903,hotel_175,102.0,3
905,guest_3321,hotel_6,57.42,2
906,guest_1074,hotel_388,237.38,3
907,guest_1122,hotel_53,47.04,2
908,guest_2689,hotel_53,53.76,3
909,guest_551,hotel_300,198.54999999999998,5
910,guest_1493,hotel_153,82.8,3
911,guest_2188,hotel_130,131.4,5
912,guest_835,hotel_153,88.2,2
913,guest_3010,hotel_269,118.10999999999999,1
914,guest_3918,hotel_162,232.20000000000002,4
915,guest_1378,hotel_216,178.07999999999998,4
916,guest_3420,hotel_390,146.85,3
917,guest_3262,hotel_208,72.09,2
918,guest_1240,hotel_161,181.42,3
919,guest_283,hotel_39,249.34,3
920,guest_2890,hotel_161,156.33,5
921,guest_2032,hotel_53,50.96,5
922,guest_3279,hotel_39,241.12,4
923,guest_1431,hotel_400,134.85,5
924,guest_161,hotel_369,129.01,5
925,guest_3829,hotel_369,110.39,3
926,guest_2817,hotel_309,114.67999999999999,5
927,guest_864,hotel_39,274.0,2
928,guest_3800,hotel_54,216.58,5
929,guest_3369,hotel_175,99.6,3
930,guest_48,hotel_369,123.69,4
931,guest_909,hotel_300,188.1,5
932,guest_2317,hotel_347,194.4,5
933,guest_1300,hotel_242,54.15,3
934,guest_2240,hotel_153,79.2,4
935,guest_1457,hotel_54,221.33999999999997,3
936,guest_1038,hotel_53,52.08,2
937,guest_2075,hotel_242,56.43,4
938,guest_3740,hotel_390,160.04999999999998,3
939,guest_81,hotel_309,122.0,4
940,guest_602,hotel_50,208.0,3
941,guest_2549,hotel_123,171.38000000000002,2
942,guest_504,hotel_108,117.48,2
943,guest_2609,hotel_123,202.73,3
944,guest_1233,hotel_47,50.22,3
945,guest_1832,hotel_369,126.35,2
946,guest_37,hotel_242,56.43,5
947,guest_3993,hotel_268,68.61999999999999,3
948,guest_1649,hotel_173,82.45,5
949,guest_450,hotel_53,49.28,3
950,guest_2827,hotel_52,135.72,2
951,guest_2117,hotel_47,48.06,4
952,guest_1003,hotel_113,99.50999999999999,3
953,guest_2836,hotel_63,261.0,1
954,guest_1936,hotel_400,123.25,4
955,guest_858,hotel_123,173.47,4
956,guest_2607,hotel_108,109.55999999999999,2
957,guest_453,hotel_347,203.04,3
958,guest_3887,hotel_130,125.56,4
959,guest_1916,hotel_39,271.26,5
960,guest_1737,hotel_39,221.94000000000003,3
961,guest_328,hotel_173,95.06,5
962,guest_886,hotel_282,228.95,3
963,guest_1371,hotel_39,254.82,3
964,guest_3226,hotel_216,178.07999999999998,3
965,guest_814,hotel_216,173.84,5
966,guest_2974,hotel_107,233.23,1
967,guest_3808,hotel_309,122.0,5
968,guest_369,hotel_53,52.64,5
969,guest_1332,hotel_184,283.09999999999997,3
970,guest_883,hotel_375,241.20000000000002,5
971,guest_744,hotel_282,224.13,5
972,guest_2562,hotel_47,48.6,3
973,guest_1189,hotel_56,173.72,5
974,guest_3492,hotel_242,49.019999999999996,4
975,guest_3446,hotel_184,247.33999999999997,5
976,guest_578,hotel_242,55.86,2
977,guest_2000,hotel_9,217.92,5
978,guest_2797,hotel_237,201.69000000000003,4
979,guest_2368,hotel_47,45.9,2
980,guest_1555,hotel_40,85.26,3
981,guest_1239,hotel_348,153.64000000000001,2
982,guest_1622,hotel_284,194.04,4
983,guest_1138,hotel_335,163.2,4
984,guest_3222,hotel_40,80.36,2
985,guest_3538,hotel_47,52.379999999999995,5
986,guest_1261,hotel_56,183.82,4
987,guest_500,hotel_9,195.22,3
988,guest_1643,hotel_282,202.44,5
989,guest_1755,hotel_281,136.95,2
990,guest_3787,hotel_328,189.15,5
991,guest_307,hotel_374,160.16,4
992,guest_1299,hotel_173,84.39,3
993,guest_100,hotel_61,139.73,3
994,guest_1977,hotel_6,48.14,4
995,guest_501,hotel_175,100.8,3
996,guest_683,hotel_388,237.38,3
997,guest_1378,hotel_216,178.07999999999998,4
998,guest_3042,hotel_123,206.91,2
999,guest_165,hotel_54,195.16000000000003,3
1000,guest_927,hotel_208,66.42,3
1001,guest_994,hotel_108,112.2,3
1002,guest_2313,hotel_130,119.72000000000001,5
1003,guest_1638,hotel_198,80.64,2
1004,guest_869,hotel_374,163.67999999999998,2
1005,guest_3550,hotel_208,72.09,1
1006,guest_2175,hotel_347,183.6,3
1007,guest_1031,hotel_107,272.57,3
1008,guest_3033,hotel_56,165.64000000000001,3
1009,guest_1971,hotel_107,233.23,2
1010,guest_3372,hotel_148,195.7,5
1011,guest_3378,hotel_39,252.08,1
1012,guest_1961,hotel_374,146.07999999999998,4
1013,guest_3631,hotel_364,156.64000000000001,2
1014,guest_2998,hotel_388,234.52,5
1015,guest_3784,hotel_265,265.0,5
1016,guest_1241,hotel_242,51.300000000000004,5
1017,guest_3903,hotel_400,133.4,5
1018,guest_3305,hotel_98,166.82999999999998,2
1019,guest_404,hotel_398,85.67999999999999,2
1020,guest_2964,hotel_114,167.32,5
1021,guest_1564,hotel_299,164.9,4
1022,guest_2701,hotel_121,47.6,5
1023,guest_3905,hotel_243,105.78,2
1024,guest_2604,hotel_47,52.92,5
1025,guest_1289,hotel_173,83.42,1
1026,guest_3304,hotel_98,184.92000000000002,3
1027,guest_1966,hotel_130,141.62,3
1028,guest_3710,hotel_236,140.65,3
1029,guest_3814,hotel_282,202.44,4
1030,guest_761,hotel_17,105.27,5
1031,guest_1188,hotel_198,80.64,3
1032,guest_3222,hotel_268,59.86000000000001,3
1033,guest_3721,hotel_130,140.16,5
1034,guest_2918,hotel_153,81.9,2
1035,guest_2263,hotel_50,183.04,5
1036,guest_3622,hotel_285,193.44,1
1037,guest_729,hotel_160,55.760000000000005,1
1038,guest_3199,hotel_173,78.57000000000001,3
1039,guest_55,hotel_19,96.05,3
1040,guest_2291,hotel_347,205.2,4
1041,guest_3273,hotel_374,161.92000000000002,3
1042,guest_1387,hotel_80,210.32,1
1043,guest_3299,hotel_374,158.4,5
1044,guest_3811,hotel_156,198.35999999999999,4
1045,guest_3216,hotel_282,212.08,3
1046,guest_593,hotel_39,241.12,4
1047,guest_3628,hotel_47,44.28,3
1048,guest_56,hotel_129,68.85000000000001,5
1049,guest_1101,hotel_348,146.96,3
1050,guest_1478,hotel_80,203.15,2
1051,guest_459,hotel_388,248.82,5
1052,guest_3544,hotel_6,53.36,5
1053,guest_264,hotel_175,97.2,4
1054,guest_2195,hotel_47,52.92,5
1055,guest_2793,hotel_347,216.0,3
1056,guest_3434,hotel_309,120.78,3
1057,guest_853,hotel_374,156.64000000000001,4
1058,guest_2819,hotel_236,134.85,3
1059,guest_368,hotel_131,226.8,5
1060,guest_220,hotel_153,81.0,1
1061,guest_3184,hotel_173,85.36,5
1062,guest_221,hotel_400,123.25,3
1063,guest_269,hotel_47,47.52,3
1064,guest_513,hotel_282,241.0,1
1065,guest_973,hotel_374,156.64000000000001,3
1066,guest_1726,hotel_179,169.29,2
1067,guest_2414,hotel_175,105.6,5
1068,guest_1317,hotel_205,166.53,5
1069,guest_657,hotel_80,219.88,3
1070,guest_937,hotel_282,238.59,4
1071,guest_541,hotel_160,65.96,4
1072,guest_2717,hotel_388,248.82,3
1073,guest_3634,hotel_13,184.14,5
1074,guest_2320,hotel_374,168.95999999999998,2
1075,guest_2109,hotel_54,238.0,4
1076,guest_1703,hotel_215,117.04,5
1077,guest_2507,hotel_47,44.82,5
1078,guest_590,hotel_309,117.11999999999999,4
1079,guest_2725,hotel_6,50.46,2
1080,guest_3015,hotel_54,209.44,5
1081,guest_2043,hotel_208,80.19,3
1082,guest_1641,hotel_282,231.35999999999999,3
1083,guest_869,hotel_374,163.67999999999998,2
1084,guest_1386,hotel_148,177.16,4
1085,guest_2468,hotel_54,192.78,3
1086,guest_3605,hotel_268,73.0,2
1087,guest_2625,hotel_54,238.0,2
1088,guest_399,hotel_348,135.27,2
1089,guest_1434,hotel_337,68.25,3
1090,guest_1899,hotel_80,219.88,5
1091,guest_1701,hotel_92,50.74,5
1092,guest_530,hotel_148,168.92000000000002,5
1093,guest_2064,hotel_39,241.12,1
1094,guest_81,hotel_309,122.0,4
1095,guest_1384,hotel_6,47.56,2
1096,guest_2090,hotel_6,48.72,5
1097,guest_827,hotel_96,189.28,1
1098,guest_1089,hotel_348,148.63,5
1099,guest_569,hotel_302,269.56,4
1100,guest_363,hotel_309,113.46,3
1101,guest_992,hotel_242,48.449999999999996,5
1102,guest_2595,hotel_348,167.0,5
1103,guest_2341,hotel_80,227.04999999999998,3
1104,guest_3978,hotel_281,161.7,2
1105,guest_3336,hotel_173,86.33,3
1106,guest_1258,hotel_130,132.86,4
1107,guest_3110,hotel_353,167.45,4
1108,guest_173,hotel_309,122.0,3
1109,guest_1244,hotel_80,207.93,2
1110,guest_346,hotel_242,51.870000000000005,3
1111,guest_2958,hotel_6,58.0,2
1112,guest_1468,hotel_309,118.34,5
1113,guest_3348,hotel_39,265.78,5
1114,guest_1133,hotel_281,160.04999999999998,5
1115,guest_3979,hotel_221,161.54000000000002,4
1116,guest_3934,hotel_80,200.76,4
1117,guest_3365,hotel_365,43.74,5
1118,guest_1612,hotel_148,187.46,5
1119,guest_1277,hotel_184,289.06,5
1120,guest_1093,hotel_56,202.0,5
1121,guest_2261,hotel_173,97.0,1
1122,guest_3663,hotel_56,175.74,2
1123,guest_1517,hotel_56,179.78,4
1124,guest_2118,hotel_282,200.03,1
1125,guest_1953,hotel_80,227.04999999999998,2
1126,guest_2340,hotel_173,82.45,3
1127,guest_371,hotel_374,153.12,2
1128,guest_2977,hotel_173,85.36,5
1129,guest_1873,hotel_39,243.86,4
1130,guest_319,hotel_153,81.9,2
1131,guest_268,hotel_145,125.73,5
1132,guest_2583,hotel_80,193.59,3
1133,guest_850,hotel_53,53.76,2
1134,guest_751,hotel_208,76.14,3
1135,guest_2979,hotel_80,224.66,3
1136,guest_3753,hotel_242,56.43,5
1137,guest_1831,hotel_39,241.12,3
1138,guest_3779,hotel_184,265.22,5
1139,guest_3101,hotel_148,168.92000000000002,3
1140,guest_268,hotel_145,125.73,5
1141,guest_3489,hotel_107,238.85,3
1142,guest_1653,hotel_242,50.160000000000004,3
1143,guest_3191,hotel_153,82.8,5
1144,guest_3376,hotel_243,103.32,4
1145,guest_2937,hotel_261,179.74,2
1146,guest_3141,hotel_56,202.0,2
1147,guest_2971,hotel_179,141.93,4
1148,guest_507,hotel_53,53.76,5
1149,guest_2847,hotel_309,103.7,5
1150,guest_484,hotel_282,214.49,5
1151,guest_2888,hotel_54,216.58,1
1152,guest_2830,hotel_261,179.74,5
1153,guest_3970,hotel_56,167.66,5
1154,guest_2325,hotel_7,56.580000000000005,5
1155,guest_3765,hotel_392,195.29999999999998,2
1156,guest_1969,hotel_221,187.14999999999998,1
1157,guest_1741,hotel_388,280.28,5
1158,guest_2530,hotel_103,197.62,5
1159,guest_1543,hotel_120,60.06,5
1160,guest_3885,hotel_54,233.24,5
1161,guest_3858,hotel_113,97.37,3
1162,guest_2682,hotel_114,172.66,5
1163,guest_2225,hotel_243,123.0,3
1164,guest_2427,hotel_53,49.28,4
1165,guest_2371,hotel_295,72.96,2
1166,guest_3915,hotel_388,240.23999999999998,5
1167,guest_2973,hotel_148,206.0,4
1168,guest_3748,hotel_53,55.44,3
1169,guest_1285,hotel_153,73.80000000000001,3
1170,guest_3482,hotel_25,204.48,5
1171,guest_472,hotel_74,266.88,3
1172,guest_2752,hotel_163,102.08,1
1173,guest_204,hotel_221,165.48,3
1174,guest_3028,hotel_184,256.28,3
1175,guest_907,hotel_107,264.14,5
1176,guest_3527,hotel_392,176.4,2
1177,guest_1287,hotel_302,257.84,3
1178,guest_1352,hotel_39,224.68,3
1179,guest_729,hotel_160,55.760000000000005,1
1180,guest_593,hotel_39,241.12,4
1181,guest_132,hotel_107,236.04,3
1182,guest_3034,hotel_268,60.589999999999996,1
1183,guest_3179,hotel_309,103.7,2
1184,guest_1818,hotel_113,102.72,2
1185,guest_3491,hotel_299,161.5,4
1186,guest_332,hotel_268,64.97,4
1187,guest_2236,hotel_179,138.51000000000002,3
1188,guest_2338,hotel_153,79.2,5
1189,guest_1867,hotel_99,155.20999999999998,5
1190,guest_3404,hotel_39,254.82,5
1191,guest_31,hotel_176,246.51,4
1192,guest_2499,hotel_92,57.82,1
1193,guest_92,hotel_388,240.23999999999998,2
1194,guest_2943,hotel_179,171.0,2
1195,guest_1370,hotel_145,124.46,1
1196,guest_399,hotel_328,157.95000000000002,3
1197,guest_973,hotel_53,49.84,3
1198,guest_439,hotel_179,164.16,5
1199,guest_371,hotel_56,175.74,3
1200,guest_1655,hotel_92,53.690000000000005,4
1201,guest_2188,hotel_130,131.4,5
1202,guest_2510,hotel_130,146.0,2
1203,guest_473,hotel_282,224.13,2
1204,guest_979,hotel_176,288.09,5
1205,guest_3022,hotel_130,132.86,3
1206,guest_3124,hotel_388,245.96,4
1207,guest_1351,hotel_148,201.88,3
1208,guest_1839,hotel_95,272.49,3
1209,guest_2068,hotel_230,251.16,3
1210,guest_2033,hotel_261,192.28,1
1211,guest_1346,hotel_282,238.59,3
1212,guest_1760,hotel_56,183.82,4
1213,guest_2336,hotel_379,231.44,3
1214,guest_3056,hotel_201,265.32,5
1215,guest_300,hotel_95,269.56,5
1216,guest_2665,hotel_328,189.15,4
1217,guest_2545,hotel_52,135.72,5
1218,guest_1802,hotel_261,169.29000000000002,5
1219,guest_2372,hotel_120,64.02,1
1220,guest_312,hotel_75,172.53,2
1221,guest_3156,hotel_309,108.58,4
1222,guest_3367,hotel_335,137.70000000000002,1
1223,guest_893,hotel_113,92.02,3
1224,guest_1221,hotel_92,50.15,3
1225,guest_268,hotel_145,125.73,5
1226,guest_1890,hotel_398,89.76,3
1227,guest_2644,hotel_53,49.84,5
1228,guest_1078,hotel_95,263.7,4
1229,guest_668,hotel_13,196.02,2
1230,guest_2879,hotel_328,191.1,1
1231,guest_603,hotel_95,284.21,3
1232,guest_3840,hotel_56,193.92,4
1233,guest_3630,hotel_113,89.88,5
1234,guest_15,hotel_381,276.0,2
1235,guest_2975,hotel_379,241.96,4
1236,guest_1148,hotel_261,209.0,4
1237,guest_88,hotel_121,47.04,4
1238,guest_1361,hotel_221,167.45,5
1239,guest_21,hotel_166,207.68,3
1240,guest_3779,hotel_184,265.22,5
1241,guest_1211,hotel_312,237.38,5
1242,guest_3553,hotel_328,165.75,1
1243,guest_57,hotel_53,54.32,2
1244,guest_999,hotel_43,232.04999999999998,4
1245,guest_2896,hotel_130,119.72000000000001,4
1246,guest_120,hotel_398,92.82000000000001,3
1247,guest_763,hotel_243,100.86000000000001,1
1248,guest_492,hotel_95,284.21,3
1249,guest_785,hotel_309,109.8,4
1250,guest_2616,hotel_138,180.2,1
1251,guest_1993,hotel_265,262.35,1
1252,guest_68,hotel_337,72.0,5
1253,guest_3984,hotel_7,55.89,5
1254,guest_3258,hotel_52,154.44,5
1255,guest_3798,hotel_141,215.04,4
1256,guest_354,hotel_91,163.2,5
1257,guest_203,hotel_388,257.40000000000003,3
1258,guest_2279,hotel_96,174.72,2
1259,guest_2169,hotel_398,102.0,5
1260,guest_161,hotel_281,160.04999999999998,4
1261,guest_3009,hotel_388,237.38,2
1262,guest_1206,hotel_87,234.08,5
1263,guest_3102,hotel_215,110.39,4
1264,guest_1957,hotel_50,187.20000000000002,4
1265,guest_1095,hotel_146,223.74,5
1266,guest_858,hotel_388,237.38,4
1267,guest_2141,hotel_53,53.76,4
1268,guest_3087,hotel_200,169.26000000000002,4
1269,guest_1832,hotel_138,201.39999999999998,5
1270,guest_2882,hotel_375,225.12,4
1271,guest_3283,hotel_388,254.54,4
1272,guest_1015,hotel_309,102.47999999999999,3
1273,guest_1118,hotel_131,219.24,3
1274,guest_104,hotel_50,183.04,3
1275,guest_283,hotel_160,61.88,2
1276,guest_1625,hotel_11,194.35999999999999,1
1277,guest_933,hotel_328,195.0,3
1278,guest_3111,hotel_337,73.5,1
1279,guest_443,hotel_53,50.96,5
1280,guest_2577,hotel_160,57.12,2
1281,guest_2330,hotel_207,110.08,3
1282,guest_2907,hotel_7,60.03,4
1283,guest_2626,hotel_102,70.08,5
1284,guest_2867,hotel_398,95.88,3
1285,guest_3431,hotel_375,219.76000000000002,2
1286,guest_245,hotel_398,97.92,4
1287,guest_2185,hotel_307,229.62,5
1288,guest_2575,hotel_387,68.85000000000001,3
1289,guest_2553,hotel_375,230.48,2
1290,guest_364,hotel_309,118.34,3
1291,guest_1788,hotel_265,235.85,1
1292,guest_1744,hotel_364,149.6,5
1293,guest_3957,hotel_215,122.36,5
1294,guest_2590,hotel_237,234.05999999999997,5
1295,guest_1468,hotel_207,124.16,5
1296,guest_3951,hotel_121,48.72,4
1297,guest_2278,hotel_398,82.62,4
1298,guest_2436,hotel_314,246.53,3
1299,guest_3558,hotel_328,167.7,3
1300,guest_3804,hotel_13,186.11999999999998,3
1301,guest_3702,hotel_96,183.04,5
1302,guest_1350,hotel_337,71.25,4
1303,guest_3766,hotel_398,87.72,2
1304,guest_3749,hotel_130,125.56,3
1305,guest_3464,hotel_328,195.0,5
1306,guest_1125,hotel_398,88.74,5
1307,guest_326,hotel_52,138.84,5
1308,guest_2893,hotel_327,198.35999999999999,5
1309,guest_2455,hotel_281,151.8,4
1310,guest_3392,hotel_160,63.239999999999995,4
1311,guest_2006,hotel_7,55.89,2
1312,guest_1386,hotel_160,58.48,5
1313,guest_242,hotel_261,186.01,3
1314,guest_2517,hotel_65,194.35999999999999,5
1315,guest_1418,hotel_176,282.15,2
1316,guest_1562,hotel_360,72.75,5
1317,guest_3963,hotel_160,61.88,4
1318,guest_1570,hotel_319,225.18,2
1319,guest_604,hotel_130,135.78,3
1320,guest_3862,hotel_50,174.72,3
1321,guest_1391,hotel_398,84.66,2
1322,guest_987,hotel_130,138.7,4
1323,guest_841,hotel_304,135.79999999999998,3
1324,guest_1328,hotel_268,66.43,5
1325,guest_896,hotel_281,138.6,4
1326,guest_3379,hotel_168,250.32,2
1327,guest_311,hotel_7,68.31,3
1328,guest_2981,hotel_7,67.62,4
1329,guest_808,hotel_256,90.16000000000001,5
1330,guest_1436,hotel_115,214.72,1
1331,guest_2920,hotel_295,72.2,4
1332,guest_274,hotel_96,205.92,4
1333,guest_3263,hotel_352,229.07999999999998,2
1334,guest_305,hotel_328,171.6,5
1335,guest_18,hotel_215,126.35,1
1336,guest_2842,hotel_50,191.36,5
1337,guest_1126,hotel_13,178.20000000000002,5
1338,guest_3106,hotel_138,195.04000000000002,3
1339,guest_1296,hotel_281,138.6,5
1340,guest_1819,hotel_353,175.33,1
